text,airline_sentiment
  jetblue  s new ceo seek the right balance to please passengers and wall     greenfield daily reporter http    t co lmopxkxch,1
  usairways be there a better time to call   my flight be on friday and i need to change it   worry i may be on hold until then  ,0
  usairways and when will one of these agents be available to speak  ,0
  usairways be a dm possible if you be not follow me  ,1
  usairways fortunately you have staff like lynn s  and deedee who actually understand customer service and simply be nice  ,1
  usairways just hang up on me again   another waste of an hour of my time   how be i suppose to book a one way award flight     badwebsite,0
  usairways never receive such horrible service or treat so poorly as richard p  today   no excuse for attitude   rip up our ticket  ,1
  usairways you be kill me from the inside,0
  usairways be not the new   americanair be more like the new   spiritairlines   love aa   not impress with the subpar plan and gate agents  ,0
  usairways we be move to a delta direct   thank you for the accommodations  ,2
  usairways agree   richard p  literally rip up our tixs in our face and make rude   inappropriate comment to us and our family   awful  ,1
  usairways flight to phoenix deboards passengers go to salt lake city because they can not resolve a simple bathroom issue     fail,0
  usairways always fun to get screw out of an earlier flight   that be not full     crummyservice   whydidntiflysouthwest   goodluckamericanair,0
  usairways shout out to cathy at the vegas airport check in for hook us up  ,1
  usairways ok   i know doors close   minutes before takeoff   stop tell me my flight will leave in minutes when we have not board  ,0
  usairways i finally get through on the phone after a hour wait time  ,0
  usairways be stick for   minutes due to lavatory issue   no beverages   no snack   no customer service   flt to pho     fail   refund,0
  usairways will you be issue a travel advisory for clt for thursday   a significant snow storm be in the way wednesday night  ,1
  usairways i have be on hold to change a date on a ticket for over hours   can someone please assist me   unacceptable  ,0
  usairways thank make it impossibly expensive change a flight leave less than hrs earlier than my reservation   lesscustomer,0
  usairways well i do miss it   but gate agents have rebooked board pass wait when i land   time for lunch   a beverage   easy cheesy,2
  usairways i can not get anyone on the phone to help with award travel purchased extra miles and minutes late flightr the miles need be raise  ,0
  usairways why have not you issue a travel advisory for charlotte wednesday night and thursday     inch of snow  ,0
  usairways i need help about a ticket   dm me,1
  usairways deedee and lynn s  have be great here in phx   richard p  here be a jerk   rude to us and our parent for no reason  ,0
  usairways thank for make me miss my meet in dallas   dollars down the toilet  ,0
  usairways i have two tight connections in   charlotte and   frankfurt,0
  usairways say only way to get on plane about to leave that would make my connection be a   fee   instead of earlier   i be now late flightr  ,0
  usairways thank you   i will be call you     cheapoairchat,2
  usairways you be   response   be   my   inconvenience be of no matter     you want me sit for xtra nights in the city w out comp     donotflyusair,0
  usairways i forget my password and i do not know if my username be correct   and i want to use my miles   what i have to do    ,1
  usairways question   friend flight get cancel flightled   how can he book be flight   leave chs to philly to germany,1
  usairways yes   confirmation number and all  ,1
  usairways do you know that suicide be the second lead because of death among teens  ,1
  usairways get sort   thank,2
  usairways sadly i be currently book on one of your flight tomorrow that i will be change if i can  ,0
  usairways that be certainly not the impression she be under  ,1
  usairways standby so far for two of us   with snow storm hit iowa tomorrow we could be stick here for two days  ,0
  usairways thank you    ,2
  usairways if i know i leave something on my last flight   as i literally have to run to make my connection     how can i retrieve it please  ,1
  usairways why can not i check in online for a flight tomorrow be  ,0
  usairways   be stand at the gate for min try to go standby because i will miss my connection   no help   do not fly us airways  ,0
  usairways after be assure by the pleasant woman at gate b in albany   ny that life  s not perfect   i would hear enough  ,0
  usairways how do i get a receipt for a change fee when i originally book with miles  ,1
  usairways   you do not bother follow up   we book with   delta     delta understand cust srv   provide lunch delay   upgrade seat  ,0
  usairways we even offer to fly in to another airport and they say they could not do that   no explanation why they can not  ,1
  usairways any travel advisory come for the carolinas   bad weather  ,1
  usairways there be an error w  my prefer status   i be not able to reach an agent via phone   travel friday   need resolve   contact info  ,0
  usairways   americanair how do a pilot forget log book   be wait on plane for mins       alsonodrinkcartcomingaround,0
  usairways already do it   one person say they could not do anything another say she do not know why the first person we talk say that,0
  usairways   ashleykatherton over an hour on hold so far,0
  usairways rt   dmoukdarath   nice   another delay with   usair second one this trip   leave engine leak   what be next       usair   nothappy,0
  usairways i want to love you   minutes on hold   help me understand why i switch loyalty program   http    t co chgyyrvka,0
  usairways minutes now   nice customer service you get go on  ,0
  usairways minutes on hold so far   and still have not speak to a human   never use you again  ,0
  usairways where be your email address   its not on this page   http    t co cwhyfoow,1
  usairways you have no idea how upset and frustrate i be right now   i will be sure to follow through with never fly with you again  ,0
  usairways how can a person go from number one on a standby list to number twelve in three hours   should i be super platinum diamond status,0
  usairways forget reservations   thank you to the great leadership at your company   i have cancel flight my flight   once again   thank you  ,0
  usairways great job today from your team with a challenge weather delay on flight out of charlotte     travel   friendlyteam,2
  usairways   airport snow removal method       keep up the good work folks   this be where cessna  s become  s   http    t co jjtxyxg,1
  usairways and now you can not even accommodate us by let us fly in to another airport     horrible service for your fault      ,1
    usairways it be this saturday during all the snow in the dc area   excite the flight be not cancel flightled but sad he go miss  ,0
  usairways   americanair i love you guy   i be go to let you finish   but i have be on hold for hour try to book a flight w  my voucher  ,0
  usairways and   the helpful employee who change her board zone so that she would have space for her pump be now be discipline   fail,0
